Family,Certainty level for identification,Code(Cliff),Genus,Species,Block (B means Block),Site gr (grass) or cc (cover crop),Plot,Subplot,OrderNo,Date,CoverPerc,Soil,Rock,Wood,Litter,StandingDead,Water,Lichen,Moss,OtherNonVascular,Scat,CameraID,Code(Dan),Comments,Site,Corner,Location,Year,Month,Day,Height>3m,Status,Cluster,MorphospeciesID,TaxonID,Collected,Authority
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B14,cc,B14cc,40.3.1,_01,6-Mar-20,30,<1,<1,<1,<1,<1,0,0,0,<1,0,,pas.fim,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B14,cc,B14cc,40.3.1,_02,6-Mar-20,20,,,,,,,,,,,,par.hys,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B14,cc,B14cc,40.3.1,_03,6-Mar-20,10,,,,,,,,,,,,bid.alb,,40,NW,HH,2020,3,6,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B14,cc,B14cc,40.3.1,_04,6-Mar-20,15,,,,,,,,,,,,ana.arv,,40,NW,HH,2020,3,6,,,,,,,
Papa,ToSpp,ArgMex,Argemone,mexicana,B14,cc,B14cc,40.3.1,_05,6-Mar-20,7,,,,,,,,,,,,arg.mex,,40,NW,HH,2020,3,6,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B14,cc,B14cc,40.3.1,_06,6-Mar-20,5,,,,,,,,,,,,cen.ech,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B14,cc,B14cc,40.3.1,_07,6-Mar-20,1,,,,,,,,,,,,emi.fos,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,SonOle,Sonchus,oleraceus,B14,cc,B14cc,40.3.1,_08,6-Mar-20,7,,,,,,,,,,,,son.ole,,40,NW,HH,2020,3,6,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B14,cc,B14cc,40.3.1,_09,6-Mar-20,3,,,,,,,,,,,,dig.cil,,40,NW,HH,2020,3,6,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,cc,B14cc,40.3.1,_10,6-Mar-20,<1,,,,,,,,,,,,sid.ulm,,40,NW,HH,2020,3,6,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus,amarus,B14,cc,B14cc,40.3.1,_11,6-Mar-20,<1,,,,,,,,,,,,phy.ama,,40,NW,HH,2020,3,6,,,,,,,
Oxal,ToSpp,OxaCor,Oxalis,corniculata,B14,cc,B14cc,40.3.1,_12,6-Mar-20,<1,,,,,,,,,,,,oxa.cor,,40,NW,HH,2020,3,6,,,,,,,
Poac,ToSpp,SetPar,Setaria,parviflora,B14,cc,B14cc,40.3.1,_13,6-Mar-20,<1,,,,,,,,,,,,set.par,,40,NW,HH,2020,3,6,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,cc,B14cc,40.3.1,_14,6-Mar-20,<1,,,,,,,,,,,,cha.hir,,40,NW,HH,2020,3,6,,,,,,,
Hydr,ToSpp,NamJam,Nama,jamaicensis,B14,cc,B14cc,40.3.1,_15,6-Mar-20,<1,,,,,,,,,,,,nam.jam,,40,NW,HH,2020,3,6,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B14,cc,B14cc,40.3.1,_16,6-Mar-20,<1,,,,,,,,,,,,spe.rem,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,cc,B14cc,40.3.1,_17,6-Mar-20,<1,,,,,,,,,,,,cal.via,,40,NW,HH,2020,3,6,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B14,cc,B14cc,40.3.1,_18,6-Mar-20,<1,,,,,,,,,,,,oxa.lat,,40,NW,HH,2020,3,6,,,,,,,
Oxal,ToSpp,OxaCor,Oxalis,corniculata,B14,cc,B14cc,40.3.1,_19,6-Mar-20,<1,,,,,,,,,,,,oxa.cor,,40,NW,HH,2020,3,6,,,,,,,
Sola,ToSpp,SolAme,Solanum,americanum,B14,cc,B14cc,40.3.1,_20,6-Mar-20,<1,,,,,,,,,,,,sol.ame,,40,NW,HH,2020,3,6,,,,,,,
Zz?F,Dicot,NA,(Lami/Verb),(PriLap/SalOcc),B14,cc,B14cc,40.3.10,_01,6-Mar-20,,,,,,,,,,,,,(lam/ver),,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B14,cc,B14cc,40.3.10,_02,6-Mar-20,,,,,,,,,,,,,tri.pro,,40,NW,HH,2020,3,6,,,,,,,
Poac,ToSpp,SetPar,Setaria,parviflora,B14,cc,B14cc,40.3.10,_03,6-Mar-20,,,,,,,,,,,,,set.par,,40,NW,HH,2020,3,6,,,,,,,
Rubi,ToSpp,SpeVer,Spermacoce,verticillata,B14,cc,B14cc,40.3.10,_04,6-Mar-20,,,,,,,,,,,,,spe.ver,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,cc,B14cc,40.3.10,_05,6-Mar-20,,,,,,,,,,,,,cal.via,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,SonOle,Sonchus,oleraceus,B14,cc,B14cc,40.3.10,_06,6-Mar-20,,,,,,,,,,,,,son.ole,,40,NW,HH,2020,3,6,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B14,cc,B14cc,40_100,_01,6-Mar-20,NA,,,,,,,,,,,,sor.bic,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B14,cc,B14cc,40_100,_02,6-Mar-20,NA,,,,,,,,,,,,emi.fos,,40,NW,HH,2020,3,6,,,,,,,
Euph,ToSpp,AcaAlo,Acalypha,alopecuroidea,B14,cc,B14cc,40_100,_03,6-Mar-20,NA,,,,,,,,,,,,aca.alo,,40,NW,HH,2020,3,6,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,cc,B14cc,40_100,_04,6-Mar-20,NA,,,,,,,,,,,,cha.hir,,40,NW,HH,2020,3,6,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B14,cc,B14cc,40_100,_05,6-Mar-20,NA,,,,,,,,,,,,med.lup,,40,NW,HH,2020,3,6,,,,,,,
Faba,ToSpp,CroJun,Crotalaria,juncea,B14,cc,B14cc,40_100,_06,6-Mar-20,NA,,,,,,,,,,,,cro.jun,,40,NW,HH,2020,3,6,,,,,,,
Sola,ToSpp,SolAme,Solanum,americanum,B14,cc,B14cc,40_100,_07,6-Mar-20,NA,,,,,,,,,,,,sol.ame,,40,NW,HH,2020,3,6,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B14,cc,B14cc,40_100,_08,6-Mar-20,NA,,,,,,,,,,,,cha.opt,,40,NW,HH,2020,3,6,,,,,,,
Rubi,ToSpp,SpeTet,Spermacoce,tetraquetra,B14,cc,B14cc,40_100,_09,6-Mar-20,NA,,,,,,,,,,,,spe.tet,,40,NW,HH,2020,3,6,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B14,cc,B14cc,40_100,_10,6-Mar-20,NA,,,,,,,,,,,,cha.hys,,40,NW,HH,2020,3,6,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B14,cc,B14cc,41.1.1,_01,9-Mar-20,30,5,40,<1,4,<1,0,0,0,<1,0,,par.hys,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B14,cc,B14cc,41.1.1,_02,9-Mar-20,15,,,,,,,,,,,,pas.fim,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B14,cc,B14cc,41.1.1,_03,9-Mar-20,2,,,,,,,,,,,,emi.fos,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B14,cc,B14cc,41.1.1,_04,9-Mar-20,3,,,,,,,,,,,,bid.alb,,41,NE,HH,2020,3,9,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B14,cc,B14cc,41.1.1,_05,9-Mar-20,3,,,,,,,,,,,,ana.arv,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B14,cc,B14cc,41.1.1,_06,9-Mar-20,<1,,,,,,,,,,,,cha.opt,,41,NE,HH,2020,3,9,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B14,cc,B14cc,41.1.1,_07,9-Mar-20,2,,,,,,,,,,,,oxa.lat,,41,NE,HH,2020,3,9,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B14,cc,B14cc,41.1.1,_08,9-Mar-20,<1,,,,,,,,,,,,spe.rem,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,SetPar,Setaria,parviflora,B14,cc,B14cc,41.1.1,_09,9-Mar-20,<1,,,,,,,,,,,,set.par,,41,NE,HH,2020,3,9,,,,,,,
Papa,ToSpp,ArgMex,Argemone,mexicana,B14,cc,B14cc,41.1.1,_10,9-Mar-20,3,,,,,,,,,,,,arg.mex,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B14,cc,B14cc,41.1.1,_11,9-Mar-20,<1,,,,,,,,,,,,dig.cil,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,cc,B14cc,41.1.1,_12,9-Mar-20,<1,,,,,,,,,,,,cal.via,,41,NE,HH,2020,3,9,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus,amarus,B14,cc,B14cc,41.1.1,_13,9-Mar-20,<1,,,,,,,,,,,,phy.ama,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,AcaAlo,Acalypha,alopecuroidea,B14,cc,B14cc,41.1.1,_14,9-Mar-20,<1,,,,,,,,,,,,aca.alo,,41,NE,HH,2020,3,9,,,,,,,
Oxal,ToSpp,OxaCor,Oxalis,corniculata,B14,cc,B14cc,41.1.1,_15,9-Mar-20,<1,,,,,,,,,,,,NA,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,cc,B14cc,41.1.1,_16,9-Mar-20,<1,,,,,,,,,,,,cha.hir,,41,NE,HH,2020,3,9,,,,,,,
Sola,ToSpp,SolAme,Solanum,americanum,B14,cc,B14cc,41.1.1,_17,9-Mar-20,<1,,,,,,,,,,,,sol.ame,,41,NE,HH,2020,3,9,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,cc,B14cc,41.1.1,_18,9-Mar-20,<1,,,,,,,,,,,,sid.ulm,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B14,cc,B14cc,41.1.1,_19,9-Mar-20,<1,,,,,,,,,,,,tri.pro,,41,NE,HH,2020,3,9,,,,,,,
Faba,Fam,NA,Faba(UnkSp.),NA,B14,cc,B14cc,41.1.1,_20,9-Mar-20,<1,,,,,,,,,,,,NA,,41,NE,HH,2020,3,9,,,,,,,
Poac,Fam,NA,Poac(~CenSp.),NA,B14,cc,B14cc,41.1.1,_21,9-Mar-20,<1,,,,,,,,,,,,NA,Unknow grass,41,NE,HH,2020,3,9,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B14,cc,B14cc,41.1.10,_01,9-Mar-20,NA,,,,,,,,,,,,med.lup,,41,NE,HH,2020,3,9,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B14,cc,B14cc,41.1.10,_02,9-Mar-20,NA,,,,,,,,,,,,lep.vir,,41,NE,HH,2020,3,9,,,,,,,
Urti,ToSpp,ParPra,Parietaria,praetermissa,B14,cc,B14cc,41.1.10,_03,9-Mar-20,NA,,,,,,,,,,,,par.pra,,41,NE,HH,2020,3,9,,,,,,,
Faba,ToSpp,MucPru,Mucuna,pruriens,B14,cc,B14cc,41.1.10,_04,9-Mar-20,NA,,,,,,,,,,,,muc.pru,,41,NE,HH,2020,3,9,,,,,,,
Verb,ToSpp,PriLap,Priva,lappulacea,B14,cc,B14cc,41.1.10,_05,9-Mar-20,NA,,,,,,,,,,,,pri.lap,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,UroMax,Urochloa,maxima,B14,cc,B14cc,41.4.1,_01,9-Mar-20,30,1,1,<1,3,<1,0,0,0,<1,0,,uro.max,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,EleInd,Eleusine,indica,B14,cc,B14cc,41.4.1,_02,9-Mar-20,<1,,,,,,,,,,,,ele.ind,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B14,cc,B14cc,41.4.1,_03,9-Mar-20,10,,,,,,,,,,,,par.hys,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B14,cc,B14cc,41.4.1,_04,9-Mar-20,1,,,,,,,,,,,,emi.fos,,41,NE,HH,2020,3,9,,,,,,,
Papa,ToSpp,ArgMex,Argemone,mexicana,B14,cc,B14cc,41.4.1,_05,9-Mar-20,2,,,,,,,,,,,,arg.mex,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B14,cc,B14cc,41.4.1,_06,9-Mar-20,20,,,,,,,,,,,,pas.fim,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B14,cc,B14cc,41.4.1,_07,9-Mar-20,3,,,,,,,,,,,,bid.alb,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B14,cc,B14cc,41.4.1,_08,9-Mar-20,2,,,,,,,,,,,,dig.cil,,41,NE,HH,2020,3,9,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,cc,B14cc,41.4.1,_09,9-Mar-20,1,,,,,,,,,,,,sid.ulm,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,cc,B14cc,41.4.1,_10,9-Mar-20,1,,,,,,,,,,,,cal.via,,41,NE,HH,2020,3,9,,,,,,,
Hydr,ToSpp,NamJam,Nama,jamaicensis,B14,cc,B14cc,41.4.1,_11,9-Mar-20,<1,,,,,,,,,,,,nam.jam,,41,NE,HH,2020,3,9,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus,amarus,B14,cc,B14cc,41.4.1,_12,9-Mar-20,<1,,,,,,,,,,,,phy.ama,,41,NE,HH,2020,3,9,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B14,cc,B14cc,41.4.10,_01,9-Mar-20,NA,,,,,,,,,,,,cyp.sp,,41,NE,HH,2020,3,9,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B14,cc,B14cc,41.4.10,_02,9-Mar-20,NA,,,,,,,,,,,,med.lup,,41,NE,HH,2020,3,9,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B14,cc,B14cc,41.4.10,_03,9-Mar-20,NA,,,,,,,,,,,,ana.arv,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,AcaSet,Acalypha,setosa,B14,cc,B14cc,41.4.10,_04,9-Mar-20,NA,,,,,,,,,,,,aca.set,,41,NE,HH,2020,3,9,,,,,,,
Sola,ToSpp,SolAme,Solanum,americanum,B14,cc,B14cc,41.4.10,_05,9-Mar-20,NA,,,,,,,,,,,,sol.ame,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,cc,B14cc,41.4.10,_06,9-Mar-20,NA,,,,,,,,,,,,cha.hir,,41,NE,HH,2020,3,9,,,,,,,
Oxal,ToSpp,OxaCor,Oxalis,corniculata,B14,cc,B14cc,41.4.10,_07,9-Mar-20,NA,,,,,,,,,,,,oxa.cor,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,AcaAlo,Acalypha,alopecuroidea,B14,cc,B14cc,41.4.10,_08,9-Mar-20,NA,,,,,,,,,,,,aca.alo,,41,NE,HH,2020,3,9,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus,amarus,B14,cc,B14cc,41.4.10,_09,9-Mar-20,NA,,,,,,,,,,,,phy.ama,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,SetPar,Setaria,parviflora,B14,cc,B14cc,41.4.10,_10,9-Mar-20,NA,,,,,,,,,,,,set.par,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,DacAeg,Dactyloctenium,aegyptium,B14,cc,B14cc,41.4.10,_11,9-Mar-20,NA, ,,,,,,,,,,,dac.aeg,,41,NE,HH,2020,3,9,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B14,cc,B14cc,41.4.10,_12,9-Mar-20,NA,,,,,,,,,,,,lep.vir,,41,NE,HH,2020,3,9,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B14,cc,B14cc,41.4.10,_13,9-Mar-20,NA,,,,,,,,,,,,spe.rem,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B14,cc,B14cc,41.4.10,_14,9-Mar-20,NA,,,,,,,,,,,,cha.hys,,41,NE,HH,2020,3,9,,,,,,,
Verb,ToSpp,PriLap,Priva,lappulacea,B14,cc,B14cc,41.4.10,_15,9-Mar-20,NA,,,,,,,,,,,,pri.lap,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,SonOle,Sonchus,oleraceus,B14,cc,B14cc,41.4.10,_16,9-Mar-20,NA,,,,,,,,,,,,son.ole,,41,NE,HH,2020,3,9,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B14,cc,B14cc,41_100,_01,9-Mar-20,NA,,,,,,,,,,,,sor.bic,,41,NE,HH,2020,3,9,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B14,cc,B14cc,41_100,_02,9-Mar-20,NA,,,,,,,,,,,,des.tor,,41,NE,HH,2020,3,9,,,,,,,
Apia,ToSpp,CycLep,Cyclospermum,leptophyllum,B14,cc,B14cc,41_100,_03,9-Mar-20,NA,,,,,,,,,,,,cyc.lep,,41,NE,HH,2020,3,9,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,cc,B14cc,41_100,_04,9-Mar-20,NA,,,,,,,,,,,,sid.ulm,,41,NE,HH,2020,3,9,,,,,,,
Faba,ToSpp,CanBra,Canavalia,brasiliensis,B14,cc,B14cc,41_100,_05,9-Mar-20,NA,,,,,,,,,,,,can.bra,,41,NE,HH,2020,3,9,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B14,cc,B14cc,41_100,_06,9-Mar-20,NA,,,,,,,,,,,,lep.vir,,41,NE,HH,2020,3,9,,,,,,,
Conv,Fam,NA,Conv(Ipo/Tur),NA,B14,cc,B14cc,41_100,_07,9-Mar-20,NA,,,,,,,,,,,,(turbina),,41,NE,HH,2020,3,9,,,,,,,
Faba,ToSpp,MucPru,Mucuna,pruriens,B14,cc,B14cc,41_100,_08,9-Mar-20,NA,,,,,,,,,,,,muc.pru,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,EupGra,Euphorbia,graminea,B14,cc,B14cc,41_100,_09,9-Mar-20,NA,,,,,,,,,,,,eup.gra,,41,NE,HH,2020,3,9,,,,,,,
Aste,fSbFm,NA,Aste(Crass/Erec),NA,B14,cc,B14cc,41_100,_10,9-Mar-20,NA,,,,,,,,,,,,(crass/erec),Unknown Aster,41,NE,HH,2020,3,9,,,,,,,
Aste,Genus,SonSp.,Sonchus,sp.,B14,cc,B14cc,41_100,_11,9-Mar-20,NA,,,,,,,,,,,,son.sp,,41,NE,HH,2020,3,9,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,cc,B14cc,41_100,_12,9-Mar-20,NA,,,,,,,,,,,,cha.hir,,41,NE,HH,2020,3,9,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B14,cc,B14cc,41_100,_13,9-Mar-20,NA,,,,,,,,,,,,spe.rem,,41,NE,HH,2020,3,9,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B15,cc,B15cc,31.1.1,_01,9-Mar-20,10,25,25,2,3,<1,0,0,0,<1,0,,bid.alb,,31,SW,OC,2020,3,9,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B15,cc,B15cc,31.1.1,_02,9-Mar-20,5,,,,,,,,,,,,par.hys,,31,SW,OC,2020,3,9,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B15,cc,B15cc,31.1.1,_03,9-Mar-20,3,,,,,,,,,,,,emi.fos,,31,SW,OC,2020,3,9,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B15,cc,B15cc,31.1.1,_04,9-Mar-20,1,,,,,,,,,,,,ana.arv,,31,SW,OC,2020,3,9,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B15,cc,B15cc,31.1.1,_05,9-Mar-20,2,,,,,,,,,,,,sor.bic,,31,SW,OC,2020,3,9,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B15,cc,B15cc,31.1.1,_06,9-Mar-20,2,,,,,,,,,,,,lep.vir,,31,SW,OC,2020,3,9,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B15,cc,B15cc,31.1.1,_07,9-Mar-20,1,,,,,,,,,,,,med.lup,,31,SW,OC,2020,3,9,,,,,,,
Urti,ToSpp,ParPra,Parietaria,praetermissa,B15,cc,B15cc,31.1.1,_08,9-Mar-20,6,,,,,,,,,,,,par.pra,,31,SW,OC,2020,3,9,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B15,cc,B15cc,31.1.1,_09,9-Mar-20,1,,,,,,,,,,,,oxa.lat,,31,SW,OC,2020,3,9,,,,,,,
Papa,ToSpp,ArgMex,Argemone,mexicana,B15,cc,B15cc,31.1.1,_10,9-Mar-20,1,,,,,,,,,,,,arg.mex,,31,SW,OC,2020,3,9,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B15,cc,B15cc,31.1.1,_11,9-Mar-20,2,,,,,,,,,,,,sid.ulm,,31,SW,OC,2020,3,9,,,,,,,
Euph,ToSpp,EupGra,Euphorbia,graminea,B15,cc,B15cc,31.1.1,_12,9-Mar-20,1,,,,,,,,,,,,eup.gra,,31,SW,OC,2020,3,9,,,,,,,
Urti,ToSpp,PilMic,Pilea,microphylla,B15,cc,B15cc,31.1.1,_13,9-Mar-20,<1,,,,,,,,,,,,pil.mic,,31,SW,OC,2020,3,9,,,,,,,
Oxal,ToSpp,OxaCor,Oxalis,corniculata,B15,cc,B15cc,31.1.1,_14,9-Mar-20,<1,,,,,,,,,,,,oxa.cor,,31,SW,OC,2020,3,9,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B15,cc,B15cc,31.1.1,_15,9-Mar-20,1,,,,,,,,,,,,cal.via,,31,SW,OC,2020,3,9,,,,,,,
Hydr,ToSpp,NamJam,Nama,jamaicensis,B15,cc,B15cc,31.1.1,_16,9-Mar-20,<1,,,,,,,,,,,,nam.jam,,31,SW,OC,2020,3,9,,,,,,,
Aste,ToSpp,YonJap,Youngia,japonica,B15,cc,B15cc,31.1.1,_17,9-Mar-20,<1,,,,,,,,,,,,you.jap,,31,SW,OC,2020,3,9,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B15,cc,B15cc,31.1.1,_18,9-Mar-20,<1,,,,,,,,,,,,spe.rem,,31,SW,OC,2020,3,9,,,,,,,
Euph,ToSpp,AcaSet,Acalypha,setosa,B15,cc,B15cc,31.1.1,_19,9-Mar-20,1,,,,,,,,,,,,aca.set,,31,SW,OC,2020,3,9,,,,,,,
Gera,ToSpp,GerCar,Geranium,carolinianum,B15,cc,B15cc,31.1.1,_20,9-Mar-20,1,,,,,,,,,,,,ger.car,,31,SW,OC,2020,3,9,,,,,,,
Euph,gSbGn,ChaHi/Op,Chamaesyce,sp.(hir/opt),B15,cc,B15cc,31.1.1,_21,9-Mar-20,<1,,,,,,,,,,,,cham.hir/opt,,31,SW,OC,2020,3,9,,,,,,,
Conv,ToSpp,IpoHed,Ipomoea,hederifolia,B15,cc,B15cc,31.1.1,_22,9-Mar-20,<1,,,,,,,,,,,,NA,,31,SW,OC,2020,3,9,,,,,,,
Oxal,ToSpp,OxaDeb,Oxalis,debilis,B15,cc,B15cc,31.1.1,_23,9-Mar-20,<1,,,,,,,,,,,,NA,,31,SW,OC,2020,3,9,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B15,cc,B15cc,31.1.1,_24,9-Mar-20,<1,,,,,,,,,,,,cha.hir,,31,SW,OC,2020,3,9,,,,,,,
Phyl,ToSpp,PhyTen,Phyllanthus,tenellus,B15,cc,B15cc,31.1.1,_25,9-Mar-20,<1,,,,,,,,,,,,phy.ten,,31,SW,OC,2020,3,9,,,,,,,
Comm,ToSpp,ComDif,Commelina,diffusa,B15,cc,B15cc,31.1.1,_26,9-Mar-20,<1,,,,,,,,,,,,com.dif,,31,SW,OC,2020,3,9,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B15,cc,B15cc,31.1.1,_27,9-Mar-20,<1,,,,,,,,,,,,dig.cil,,31,SW,OC,2020,3,9,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B15,cc,B15cc,31.1.1,_28,9-Mar-20,<1,,,,,,,,,,,,cyp.sp,,31,SW,OC,2020,3,9,,,,,,,
Aste,ToSpp,GamPen,Gamochaeta,pensylvanica,B15,cc,B15cc,31.1.10,_01,9-Mar-20,NA,,,,,,,,,,,,gam.pen,,31,SW,OC,2020,3,9,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B15,cc,B15cc,31.1.10,_02,9-Mar-20,NA,,,,,,,,,,,,cen.ech,,31,SW,OC,2020,3,9,,,,,,,
Poac,ToSpp,CynDac,Cynodon,dactylon,B15,cc,B15cc,31.1.10,_03,9-Mar-20,NA,,,,,,,,,,,,cyo.dac,,31,SW,OC,2020,3,9,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B15,cc,B15cc,31.1.10,_04,9-Mar-20,NA,,,,,,,,,,,,cha.opt,,31,SW,OC,2020,3,9,,,,,,,
Urti,ToSpp,ParPra,Parietaria,praetermissa,B15,cc,B15cc,31.1.10,_05,9-Mar-20,NA,,,,,,,,,,,,par.pra,,31,SW,OC,2020,3,9,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B15,cc,B15cc,31.4.1,_01,9-Mar-20,50,3,5,<1,4,<1,0,0,0,<1,0,,bid.alb,,31,SW,OC,2020,3,9,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B15,cc,B15cc,31.4.1,_02,9-Mar-20,10,,,,,,,,,,,,par.hys,,31,SW,OC,2020,3,9,,,,,,,
Papa,ToSpp,ArgMex,Argemone,mexicana,B15,cc,B15cc,31.4.1,_03,9-Mar-20,5,,,,,,,,,,,,arg.mex,,31,SW,OC,2020,3,9,,,,,,,
Faba,ToSpp,MucPru,Mucuna,pruriens,B15,cc,B15cc,31.4.1,_04,9-Mar-20,4,,,,,,,,,,,,muc.pru,,31,SW,OC,2020,3,9,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B15,cc,B15cc,31.4.1,_05,9-Mar-20,<1,,,,,,,,,,,,dig.cil,,31,SW,OC,2020,3,9,,,,,,,
